,date,state,fips,cases,deaths
35264,2021-12-02,New York,36,2749263,57158
35320,2021-12-03,New York,36,2760505,57211
35376,2021-12-04,New York,36,2768147,57241
35432,2021-12-05,New York,36,2775977,57273
35488,2021-12-06,New York,36,2787506,57332
35544,2021-12-07,New York,36,2796043,57396
35600,2021-12-08,New York,36,2805294,57449
35656,2021-12-09,New York,36,2816974,57507
35712,2021-12-10,New York,36,2828288,57572
35768,2021-12-11,New York,36,2836160,57622
35824,2021-12-12,New York,36,2843444,57671
35880,2021-12-13,New York,36,2858513,57724
35936,2021-12-14,New York,36,2867444,57788
35992,2021-12-15,New York,36,2879827,57867
36048,2021-12-16,New York,36,2897347,57911
36104,2021-12-17,New York,36,2917910,57989
36160,2021-12-18,New York,36,2928229,58037
36216,2021-12-19,New York,36,2956489,58097
36272,2021-12-20,New York,36,2976928,58147
36328,2021-12-21,New York,36,3003384,58221
36384,2021-12-22,New York,36,3031844,58292
36440,2021-12-23,New York,36,3065699,58373
36496,2021-12-24,New York,36,3098290,58422
36552,2021-12-25,New York,36,3098290,58422
36608,2021-12-26,New York,36,3184452,58465
36664,2021-12-27,New York,36,3214893,58604
36720,2021-12-28,New York,36,3263729,58650
36776,2021-12-29,New York,36,3324088,58820
36832,2021-12-30,New York,36,3395166,58917
36888,2021-12-31,New York,36,3473970,58993
36944,2022-01-01,New York,36,3555047,59072
37000,2022-01-02,New York,36,3617589,59152
37056,2022-01-03,New York,36,3678042,59240
37112,2022-01-04,New York,36,3729331,59339
37168,2022-01-05,New York,36,3804480,59485
37224,2022-01-06,New York,36,3884858,59631
37280,2022-01-07,New York,36,3966952,59827
37336,2022-01-08,New York,36,4057084,59913
37392,2022-01-09,New York,36,4136861,60083
37448,2022-01-10,New York,36,4194745,60162
37504,2022-01-11,New York,36,4244155,60428
37560,2022-01-12,New York,36,4299066,60638
37616,2022-01-13,New York,36,4361115,60876
37672,2022-01-14,New York,36,4408467,61099
37728,2022-01-15,New York,36,4456337,61193
37784,2022-01-16,New York,36,4507601,61259
37840,2022-01-17,New York,36,4534373,61522
37896,2022-01-18,New York,36,4556685,61859
37952,2022-01-19,New York,36,4580060,62117
38008,2022-01-20,New York,36,4610691,62319
38064,2022-01-21,New York,36,4638987,62543
38120,2022-01-22,New York,36,4666630,62632
38176,2022-01-23,New York,36,4686169,62853
38232,2022-01-24,New York,36,4698835,62960
38288,2022-01-25,New York,36,4714703,63264
38344,2022-01-26,New York,36,4730351,63505
38400,2022-01-27,New York,36,4747515,63697
38456,2022-01-28,New York,36,4761590,63910
38512,2022-01-29,New York,36,4774123,64113
38568,2022-01-30,New York,36,4779854,64176
38624,2022-01-31,New York,36,4789532,64247
38680,2022-02-01,New York,36,4796000,64461
38736,2022-02-02,New York,36,4804328,64646
38792,2022-02-03,New York,36,4814634,64812
38848,2022-02-04,New York,36,4822350,64965
38904,2022-02-05,New York,36,4827018,65013
38960,2022-02-06,New York,36,4835502,65148
39016,2022-02-07,New York,36,4839530,65217
39072,2022-02-08,New York,36,4843719,65402
39128,2022-02-09,New York,36,4849690,65553
39184,2022-02-10,New York,36,4857125,65665
39240,2022-02-11,New York,36,4861945,65785
39296,2022-02-12,New York,36,4864803,65785
39352,2022-02-13,New York,36,4870144,65912
39408,2022-02-14,New York,36,4872741,65943
39464,2022-02-15,New York,36,4875031,66078
39520,2022-02-16,New York,36,4878130,66152
39576,2022-02-17,New York,36,4881848,66224
39632,2022-02-18,New York,36,4886716,66303
39688,2022-02-19,New York,36,4888802,66322
39744,2022-02-20,New York,36,4890443,66349
39800,2022-02-21,New York,36,4894236,66418
39856,2022-02-22,New York,36,4895859,66485
39912,2022-02-23,New York,36,4898058,66544
39968,2022-02-24,New York,36,4900723,66602
40024,2022-02-25,New York,36,4903132,66658
40080,2022-02-26,New York,36,4904574,66681
40136,2022-02-27,New York,36,4907229,66726
40192,2022-02-28,New York,36,4908495,66741
40248,2022-03-01,New York,36,4909771,66791
40304,2022-03-02,New York,36,4911447,66829
40360,2022-03-03,New York,36,4913870,66863
40416,2022-03-04,New York,36,4914637,66895
40472,2022-03-05,New York,36,4917196,66907
40528,2022-03-06,New York,36,4920181,66940
40584,2022-03-07,New York,36,4921272,66955
40640,2022-03-08,New York,36,4922305,66990
40696,2022-03-09,New York,36,4923926,66995
40752,2022-03-10,New York,36,4925680,67003
40808,2022-03-11,New York,36,4927976,67027
40864,2022-03-12,New York,36,4928980,67027
40920,2022-03-13,New York,36,4931658,67067
40976,2022-03-14,New York,36,4932742,67073
41032,2022-03-15,New York,36,4935240,67105
41088,2022-03-16,New York,36,4937364,67145
41144,2022-03-17,New York,36,4939755,67172
41200,2022-03-18,New York,36,4941880,67191
41256,2022-03-19,New York,36,4943481,67194
41312,2022-03-20,New York,36,4946816,67198
41368,2022-03-21,New York,36,4948160,67203
41424,2022-03-22,New York,36,4949516,67218
41480,2022-03-23,New York,36,4953072,67238
41536,2022-03-24,New York,36,4956766,67242
41592,2022-03-25,New York,36,4960146,67254
41648,2022-03-26,New York,36,4961905,67264
41704,2022-03-27,New York,36,4966262,67276
41760,2022-03-28,New York,36,4968589,67285
41816,2022-03-29,New York,36,4970905,67299
41872,2022-03-30,New York,36,4973964,67306
41928,2022-03-31,New York,36,4978875,67313
41984,2022-04-01,New York,36,4982764,67330
42040,2022-04-02,New York,36,4985141,67334
42096,2022-04-03,New York,36,4987149,67341
42152,2022-04-04,New York,36,4993542,67354
42208,2022-04-05,New York,36,4996128,67357
42264,2022-04-06,New York,36,4999644,67369
42320,2022-04-07,New York,36,5005809,67378
42376,2022-04-08,New York,36,5011544,67387
42432,2022-04-09,New York,36,5014807,67394
42488,2022-04-10,New York,36,5018213,67401
42544,2022-04-11,New York,36,5027587,67413
42600,2022-04-12,New York,36,5031095,67427
42656,2022-04-13,New York,36,5036645,67442
42712,2022-04-14,New York,36,5044079,67447
42768,2022-04-15,New York,36,5050965,67459
42824,2022-04-16,New York,36,5055230,67459
42880,2022-04-17,New York,36,5058582,67459
42936,2022-04-18,New York,36,5068947,67470
19133,2021-02-13,North Carolina,37,819751,10482
19188,2021-02-14,North Carolina,37,822542,10524
19243,2021-02-15,North Carolina,37,825692,10545
19298,2021-02-16,North Carolina,37,827985,10611
19353,2021-02-17,North Carolina,37,830932,10712
19408,2021-02-18,North Carolina,37,834923,10804
19463,2021-02-19,North Carolina,37,838126,10863
19518,2021-02-20,North Carolina,37,841315,10930
19573,2021-02-21,North Carolina,37,843395,10957
19628,2021-02-22,North Carolina,37,846084,10976
19683,2021-02-23,North Carolina,37,847652,11007
19738,2021-02-24,North Carolina,37,850960,11100
19793,2021-02-25,North Carolina,37,854394,11162
19848,2021-02-26,North Carolina,37,857203,11216
19903,2021-02-27,North Carolina,37,859527,11240
19958,2021-02-28,North Carolina,37,859527,11241
20013,2021-03-01,North Carolina,37,862880,11286
20068,2021-03-02,North Carolina,37,864656,11320
20123,2021-03-03,North Carolina,37,866725,11389
20178,2021-03-04,North Carolina,37,869364,11434
20233,2021-03-05,North Carolina,37,871407,11475
20288,2021-03-06,North Carolina,37,873169,11520
20343,2021-03-07,North Carolina,37,873169,11522
20398,2021-03-08,North Carolina,37,875966,11556
20453,2021-03-09,North Carolina,37,877212,11577
20508,2021-03-10,North Carolina,37,879027,11628
20563,2021-03-11,North Carolina,37,881110,11649
20618,2021-03-12,North Carolina,37,883075,11688
20673,2021-03-13,North Carolina,37,883888,11716
20728,2021-03-14,North Carolina,37,883888,11719
20783,2021-03-15,North Carolina,37,887002,11739
20838,2021-03-16,North Carolina,37,888797,11753
20893,2021-03-17,North Carolina,37,890484,11783
20948,2021-03-18,North Carolina,37,892813,11812
21003,2021-03-19,North Carolina,37,894586,11833
21058,2021-03-20,North Carolina,37,896395,11848
21113,2021-03-21,North Carolina,37,896395,11849
21168,2021-03-22,North Carolina,37,899303,11865
21223,2021-03-23,North Carolina,37,900546,11878
21278,2021-03-24,North Carolina,37,902610,11975
21333,2021-03-25,North Carolina,37,904665,12025
21388,2021-03-26,North Carolina,37,906770,12049
21443,2021-03-27,North Carolina,37,906770,12049
21498,2021-03-28,North Carolina,37,906770,12051
21553,2021-03-29,North Carolina,37,912026,12110
21608,2021-03-30,North Carolina,37,913515,12116
21663,2021-03-31,North Carolina,37,915456,12137
21718,2021-04-01,North Carolina,37,917474,12160
21773,2021-04-02,North Carolina,37,917474,12161
21828,2021-04-03,North Carolina,37,917474,12161
21883,2021-04-04,North Carolina,37,917565,12161
21938,2021-04-05,North Carolina,37,923688,12200
21993,2021-04-06,North Carolina,37,924682,12211
22048,2021-04-07,North Carolina,37,926071,12235
22103,2021-04-08,North Carolina,37,928095,12250
22158,2021-04-09,North Carolina,37,930371,12273
22213,2021-04-10,North Carolina,37,930371,12274
22268,2021-04-11,North Carolina,37,930470,12276
22323,2021-04-12,North Carolina,37,936163,12320
22378,2021-04-13,North Carolina,37,937761,12335
22433,2021-04-14,North Carolina,37,940109,12353
22488,2021-04-15,North Carolina,37,942441,12385
22543,2021-04-16,North Carolina,37,944749,12414
22598,2021-04-17,North Carolina,37,944749,12416
22653,2021-04-18,North Carolina,37,944749,12416
22708,2021-04-19,North Carolina,37,950370,12443
22763,2021-04-20,North Carolina,37,951660,12460
22818,2021-04-21,North Carolina,37,953452,12500
22873,2021-04-22,North Carolina,37,955791,12534
22928,2021-04-23,North Carolina,37,957785,12552
22983,2021-04-24,North Carolina,37,957970,12553
23038,2021-04-25,North Carolina,37,957970,12553
23093,2021-04-26,North Carolina,37,962978,12587
23148,2021-04-27,North Carolina,37,964612,12611
23203,2021-04-28,North Carolina,37,966397,12642
23258,2021-04-29,North Carolina,37,968342,12658
23313,2021-04-30,North Carolina,37,970599,12676
23368,2021-05-01,North Carolina,37,970673,12677
23423,2021-05-02,North Carolina,37,970673,12677
23478,2021-05-03,North Carolina,37,974852,12715
23533,2021-05-04,North Carolina,37,976059,12723
23588,2021-05-05,North Carolina,37,977466,12744
23643,2021-05-06,North Carolina,37,979336,12761
23698,2021-05-07,North Carolina,37,981197,12804
23753,2021-05-08,North Carolina,37,981358,12803
23808,2021-05-09,North Carolina,37,981358,12803
23863,2021-05-10,North Carolina,37,984647,12814
23918,2021-05-11,North Carolina,37,985664,12826
23973,2021-05-12,North Carolina,37,987144,12854
24028,2021-05-13,North Carolina,37,988497,12876
24083,2021-05-14,North Carolina,37,989865,12885
24138,2021-05-15,North Carolina,37,990114,12885
24193,2021-05-16,North Carolina,37,990114,12885
24248,2021-05-17,North Carolina,37,992520,12915
24303,2021-05-18,North Carolina,37,993211,12934
24358,2021-05-19,North Carolina,37,994187,12962
24413,2021-05-20,North Carolina,37,995303,12974
24468,2021-05-21,North Carolina,37,996385,12982
24523,2021-05-22,North Carolina,37,996511,12984
24578,2021-05-23,North Carolina,37,996511,12984
24633,2021-05-24,North Carolina,37,998658,13010
24688,2021-05-25,North Carolina,37,999342,13027
24743,2021-05-26,North Carolina,37,1000144,13054
24798,2021-05-27,North Carolina,37,1001048,13075
24853,2021-05-28,North Carolina,37,1001817,13100
24908,2021-05-29,North Carolina,37,1001825,13101
24963,2021-05-30,North Carolina,37,1001893,13101
25018,2021-05-31,North Carolina,37,1001893,13101
25073,2021-06-01,North Carolina,37,1003793,13118
25128,2021-06-02,North Carolina,37,1004203,13127
25183,2021-06-03,North Carolina,37,1004699,13147
25238,2021-06-04,North Carolina,37,1005366,13168
25293,2021-06-05,North Carolina,37,1005366,13168
25348,2021-06-06,North Carolina,37,1005427,13168
25403,2021-06-07,North Carolina,37,1006658,13216
25458,2021-06-08,North Carolina,37,1007015,13229
25513,2021-06-09,North Carolina,37,1007567,13252
25568,2021-06-10,North Carolina,37,1008036,13268
25623,2021-06-11,North Carolina,37,1008457,13287
25678,2021-06-12,North Carolina,37,1008494,13287
25733,2021-06-13,North Carolina,37,1008494,13287
25788,2021-06-14,North Carolina,37,1009630,13311
25843,2021-06-15,North Carolina,37,1009956,13316
25898,2021-06-16,North Carolina,37,1010306,13333
25953,2021-06-17,North Carolina,37,1010698,13339
26008,2021-06-18,North Carolina,37,1010890,13359
26063,2021-06-19,North Carolina,37,1010919,13359
26118,2021-06-20,North Carolina,37,1010919,13359
26173,2021-06-21,North Carolina,37,1011643,13386
26228,2021-06-22,North Carolina,37,1011980,13401
26283,2021-06-23,North Carolina,37,1012441,13413
26338,2021-06-24,North Carolina,37,1012883,13426
26393,2021-06-25,North Carolina,37,1013279,13432
26448,2021-06-26,North Carolina,37,1013282,13432
26503,2021-06-27,North Carolina,37,1013290,13432
26558,2021-06-28,North Carolina,37,1014140,13439
26613,2021-06-29,North Carolina,37,1014376,13443
26668,2021-06-30,North Carolina,37,1014682,13450
26723,2021-07-01,North Carolina,37,1014967,13447
26778,2021-07-02,North Carolina,37,1015363,13447
26833,2021-07-03,North Carolina,37,1015417,13447
26888,2021-07-04,North Carolina,37,1015417,13447
26943,2021-07-05,North Carolina,37,1015417,13447
26998,2021-07-06,North Carolina,37,1016742,13468
27053,2021-07-07,North Carolina,37,1017312,13473
27108,2021-07-08,North Carolina,37,1017954,13488
27163,2021-07-09,North Carolina,37,1018499,13496
27218,2021-07-10,North Carolina,37,1018556,13496
27273,2021-07-11,North Carolina,37,1018556,13496
27328,2021-07-12,North Carolina,37,1020283,13512
27383,2021-07-13,North Carolina,37,1020940,13515
27438,2021-07-14,North Carolina,37,1021908,13522
27493,2021-07-15,North Carolina,37,1022938,13529
27548,2021-07-16,North Carolina,37,1023968,13533
27603,2021-07-17,North Carolina,37,1024084,13533
27658,2021-07-18,North Carolina,37,1024084,13533
27713,2021-07-19,North Carolina,37,1026982,13551
27768,2021-07-20,North Carolina,37,1027790,13557
27823,2021-07-21,North Carolina,37,1029263,13566
27878,2021-07-22,North Carolina,37,1031031,13578
27933,2021-07-23,North Carolina,37,1032686,13586
27988,2021-07-24,North Carolina,37,1032686,13586
28043,2021-07-25,North Carolina,37,1032686,13586
28098,2021-07-26,North Carolina,37,1038172,13590
28153,2021-07-27,North Carolina,37,1040149,13600
28208,2021-07-28,North Carolina,37,1042714,13616
28263,2021-07-29,North Carolina,37,1046041,13634
28318,2021-07-30,North Carolina,37,1049229,13651
28373,2021-07-31,North Carolina,37,1049288,13651
28428,2021-08-01,North Carolina,37,1049288,13651
28483,2021-08-02,North Carolina,37,1057204,13681
28538,2021-08-03,North Carolina,37,1060143,13695
28593,2021-08-04,North Carolina,37,1063505,13716
28648,2021-08-05,North Carolina,37,1067787,13740
28703,2021-08-06,North Carolina,37,1072342,13752
28758,2021-08-07,North Carolina,37,1072440,13752
28813,2021-08-08,North Carolina,37,1072440,13752
28868,2021-08-09,North Carolina,37,1087149,13775
28923,2021-08-10,North Carolina,37,1091376,13784
28978,2021-08-11,North Carolina,37,1096351,13806
29033,2021-08-12,North Carolina,37,1102081,13822
29088,2021-08-13,North Carolina,37,1108774,13842
29143,2021-08-14,North Carolina,37,1108774,13842
29198,2021-08-15,North Carolina,37,1108774,13842
29253,2021-08-16,North Carolina,37,1122629,13890
29308,2021-08-17,North Carolina,37,1127239,13912
29363,2021-08-18,North Carolina,37,1132735,13969
29418,2021-08-19,North Carolina,37,1139637,14021
29473,2021-08-20,North Carolina,37,1146288,14072
29528,2021-08-21,North Carolina,37,1146395,14072
29583,2021-08-22,North Carolina,37,1146395,14072
29638,2021-08-23,North Carolina,37,1162214,14133
29693,2021-08-24,North Carolina,37,1168443,14168
29748,2021-08-25,North Carolina,37,1173815,14224
29803,2021-08-26,North Carolina,37,1183072,14288
29858,2021-08-27,North Carolina,37,1191456,14334
29913,2021-08-28,North Carolina,37,1191456,14334
29968,2021-08-29,North Carolina,37,1191456,14334
30023,2021-08-30,North Carolina,37,1209923,14428
30078,2021-08-31,North Carolina,37,1215455,14485
30133,2021-09-01,North Carolina,37,1222452,14546
30188,2021-09-02,North Carolina,37,1229920,14642
30243,2021-09-03,North Carolina,37,1238947,14726
30298,2021-09-04,North Carolina,37,1239293,14726
30353,2021-09-05,North Carolina,37,1239293,14726
30408,2021-09-06,North Carolina,37,1239293,14726
30463,2021-09-07,North Carolina,37,1264147,14848
30518,2021-09-08,North Carolina,37,1269208,14925
30573,2021-09-09,North Carolina,37,1275992,15019
30628,2021-09-10,North Carolina,37,1281446,15092
30683,2021-09-11,North Carolina,37,1281446,15092
30738,2021-09-12,North Carolina,37,1281446,15092
30793,2021-09-13,North Carolina,37,1305188,15263
30848,2021-09-14,North Carolina,37,1310185,15322
30903,2021-09-15,North Carolina,37,1317316,15422
30958,2021-09-16,North Carolina,37,1323497,15541
31013,2021-09-17,North Carolina,37,1332544,15636
31068,2021-09-18,North Carolina,37,1332544,15636
31123,2021-09-19,North Carolina,37,1332544,15636
31178,2021-09-20,North Carolina,37,1348543,15793
31233,2021-09-21,North Carolina,37,1353006,15829
31289,2021-09-22,North Carolina,37,1359303,15964
31345,2021-09-23,North Carolina,37,1365428,16036
31401,2021-09-24,North Carolina,37,1371147,16126
31457,2021-09-25,North Carolina,37,1371147,16126
31513,2021-09-26,North Carolina,37,1371147,16126
31569,2021-09-27,North Carolina,37,1384599,16253
31625,2021-09-28,North Carolina,37,1388006,16305
31681,2021-09-29,North Carolina,37,1392586,16461
31737,2021-09-30,North Carolina,37,1397529,16541
31793,2021-10-01,North Carolina,37,1402049,16625
31849,2021-10-02,North Carolina,37,1402125,16625
31905,2021-10-03,North Carolina,37,1402125,16625
31961,2021-10-04,North Carolina,37,1413234,16736
32017,2021-10-05,North Carolina,37,1415881,16829
32073,2021-10-06,North Carolina,37,1419463,16962
32129,2021-10-07,North Carolina,37,1423325,17040
32185,2021-10-08,North Carolina,37,1427236,17121
32241,2021-10-09,North Carolina,37,1427236,17121
32297,2021-10-10,North Carolina,37,1427236,17121
32353,2021-10-11,North Carolina,37,1436863,17223
32409,2021-10-12,North Carolina,37,1439167,17250
32465,2021-10-13,North Carolina,37,1442469,17349
32521,2021-10-14,North Carolina,37,1446043,17428
32577,2021-10-15,North Carolina,37,1449002,17472
32633,2021-10-16,North Carolina,37,1449002,17472
32689,2021-10-17,North Carolina,37,1449002,17472
32745,2021-10-18,North Carolina,37,1455962,17553
32801,2021-10-19,North Carolina,37,1457389,17593
32857,2021-10-20,North Carolina,37,1460052,17657
32913,2021-10-21,North Carolina,37,1462963,17713
32969,2021-10-22,North Carolina,37,1465638,17783
33025,2021-10-23,North Carolina,37,1465671,17783
33081,2021-10-24,North Carolina,37,1465671,17783
33137,2021-10-25,North Carolina,37,1471333,17885
33193,2021-10-26,North Carolina,37,1472579,17906
33249,2021-10-27,North Carolina,37,1474856,17953
33305,2021-10-28,North Carolina,37,1477433,18001
33361,2021-10-29,North Carolina,37,1479634,18068
33417,2021-10-30,North Carolina,37,1479668,18068
33473,2021-10-31,North Carolina,37,1479668,18068
33529,2021-11-01,North Carolina,37,1484557,18122
33585,2021-11-02,North Carolina,37,1485692,18148
33641,2021-11-03,North Carolina,37,1487237,18208
33697,2021-11-04,North Carolina,37,1489294,18228
33753,2021-11-05,North Carolina,37,1491128,18264
33809,2021-11-06,North Carolina,37,1491130,18264
33865,2021-11-07,North Carolina,37,1491130,18264
33921,2021-11-08,North Carolina,37,1495295,18329
33977,2021-11-09,North Carolina,37,1497516,18356
34033,2021-11-10,North Carolina,37,1499708,18391
34089,2021-11-11,North Carolina,37,1499873,18391
34145,2021-11-12,North Carolina,37,1503936,18431
34201,2021-11-13,North Carolina,37,1503936,18431
34257,2021-11-14,North Carolina,37,1503936,18431
34313,2021-11-15,North Carolina,37,1508222,18456
34369,2021-11-16,North Carolina,37,1510009,18482
34425,2021-11-17,North Carolina,37,1512266,18534
34481,2021-11-18,North Carolina,37,1514733,18583
34537,2021-11-19,North Carolina,37,1517098,18617
34593,2021-11-20,North Carolina,37,1517098,18617
34649,2021-11-21,North Carolina,37,1517098,18617
34705,2021-11-22,North Carolina,37,1522526,18650
34761,2021-11-23,North Carolina,37,1523894,18662
34817,2021-11-24,North Carolina,37,1525775,18696
34873,2021-11-25,North Carolina,37,1526197,18699
34929,2021-11-26,North Carolina,37,1526197,18699
34985,2021-11-27,North Carolina,37,1526197,18699
35041,2021-11-28,North Carolina,37,1526197,18699
35097,2021-11-29,North Carolina,37,1534351,18734
35153,2021-11-30,North Carolina,37,1536384,18760
35209,2021-12-01,North Carolina,37,1537345,18786
35265,2021-12-02,North Carolina,37,1541109,18817
35321,2021-12-03,North Carolina,37,1544835,18835
35377,2021-12-04,North Carolina,37,1544835,18835
35433,2021-12-05,North Carolina,37,1544835,18835
35489,2021-12-06,North Carolina,37,1553349,18870
35545,2021-12-07,North Carolina,37,1555527,18890
35601,2021-12-08,North Carolina,37,1558804,18933
35657,2021-12-09,North Carolina,37,1562961,18965
35713,2021-12-10,North Carolina,37,1566617,18986
35769,2021-12-11,North Carolina,37,1566617,18986
35825,2021-12-12,North Carolina,37,1566617,18986
35881,2021-12-13,North Carolina,37,1575396,19020
35937,2021-12-14,North Carolina,37,1577444,19043
35993,2021-12-15,North Carolina,37,1581193,19080
36049,2021-12-16,North Carolina,37,1585363,19109
36105,2021-12-17,North Carolina,37,1589348,19131
36161,2021-12-18,North Carolina,37,1589442,19131
36217,2021-12-19,North Carolina,37,1589442,19131
36273,2021-12-20,North Carolina,37,1599678,19177
36329,2021-12-21,North Carolina,37,1602578,19193
36385,2021-12-22,North Carolina,37,1607774,19243
36441,2021-12-23,North Carolina,37,1607774,19243
36497,2021-12-24,North Carolina,37,1607774,19243
36553,2021-12-25,North Carolina,37,1607774,19243
36609,2021-12-26,North Carolina,37,1607774,19243
36665,2021-12-27,North Carolina,37,1607774,19243
36721,2021-12-28,North Carolina,37,1640163,19318
36777,2021-12-29,North Carolina,37,1649264,19349
36833,2021-12-30,North Carolina,37,1666852,19409
36889,2021-12-31,North Carolina,37,1685504,19436
36945,2022-01-01,North Carolina,37,1685504,19436
37001,2022-01-02,North Carolina,37,1685504,19436
37057,2022-01-03,North Carolina,37,1732706,19467
37113,2022-01-04,North Carolina,37,1743469,19504
37169,2022-01-05,North Carolina,37,1763388,19552
37225,2022-01-06,North Carolina,37,1787010,19596
37281,2022-01-07,North Carolina,37,1812597,19629
37337,2022-01-08,North Carolina,37,1812902,19629
37393,2022-01-09,North Carolina,37,1812902,19629
37449,2022-01-10,North Carolina,37,1886590,19695
37505,2022-01-11,North Carolina,37,1904215,19716
37561,2022-01-12,North Carolina,37,1928584,19774
37617,2022-01-13,North Carolina,37,1965349,19861
37673,2022-01-14,North Carolina,37,1999696,19914
37729,2022-01-15,North Carolina,37,2001087,19914
37785,2022-01-16,North Carolina,37,2001087,19914
37841,2022-01-17,North Carolina,37,2001087,19914
37897,2022-01-18,North Carolina,37,2122402,20011
37953,2022-01-19,North Carolina,37,2141873,20049
38009,2022-01-20,North Carolina,37,2167626,20119
38065,2022-01-21,North Carolina,37,2204205,20204
38121,2022-01-22,North Carolina,37,2204205,20204
38177,2022-01-23,North Carolina,37,2204205,20204
38233,2022-01-24,North Carolina,37,2286259,20299
38289,2022-01-25,North Carolina,37,2304741,20345
38345,2022-01-26,North Carolina,37,2324946,20455
38401,2022-01-27,North Carolina,37,2352472,20532
38457,2022-01-28,North Carolina,37,2373587,20605
38513,2022-01-29,North Carolina,37,2373587,20605
38569,2022-01-30,North Carolina,37,2373587,20605
38625,2022-01-31,North Carolina,37,2421306,20767
38681,2022-02-01,North Carolina,37,2430619,20827
38737,2022-02-02,North Carolina,37,2443062,20917
38793,2022-02-03,North Carolina,37,2458111,21037
38849,2022-02-04,North Carolina,37,2470404,21107
38905,2022-02-05,North Carolina,37,2470404,21107
38961,2022-02-06,North Carolina,37,2470404,21107
39017,2022-02-07,North Carolina,37,2494578,21259
39073,2022-02-08,North Carolina,37,2499100,21335
39129,2022-02-09,North Carolina,37,2509931,21494
39185,2022-02-10,North Carolina,37,2518790,21590
39241,2022-02-11,North Carolina,37,2526256,21675
39297,2022-02-12,North Carolina,37,2526256,21675
39353,2022-02-13,North Carolina,37,2526256,21675
39409,2022-02-14,North Carolina,37,2541259,21791
39465,2022-02-15,North Carolina,37,2544134,21845
39521,2022-02-16,North Carolina,37,2550228,21978
39577,2022-02-17,North Carolina,37,2555905,22071
39633,2022-02-18,North Carolina,37,2560860,22158
39689,2022-02-19,North Carolina,37,2560860,22158
39745,2022-02-20,North Carolina,37,2560860,22158
39801,2022-02-21,North Carolina,37,2570553,22247
39857,2022-02-22,North Carolina,37,2572953,22306
39913,2022-02-23,North Carolina,37,2576513,22400
39969,2022-02-24,North Carolina,37,2580257,22459
40025,2022-02-25,North Carolina,37,2585150,22510
40081,2022-02-26,North Carolina,37,2585150,22510
40137,2022-02-27,North Carolina,37,2585150,22510
40193,2022-02-28,North Carolina,37,2591336,22580
40249,2022-03-01,North Carolina,37,2592518,22618
40305,2022-03-02,North Carolina,37,2594720,22681
40361,2022-03-03,North Carolina,37,2597136,22735
40417,2022-03-04,North Carolina,37,2599829,22773
40473,2022-03-05,North Carolina,37,2599829,22773
40529,2022-03-06,North Carolina,37,2599829,22773
40585,2022-03-07,North Carolina,37,2603972,22812
40641,2022-03-08,North Carolina,37,2604965,22827
40697,2022-03-09,North Carolina,37,2606731,22874
40753,2022-03-10,North Carolina,37,2608470,22902
40809,2022-03-11,North Carolina,37,2610385,22932
40865,2022-03-12,North Carolina,37,2610385,22932
40921,2022-03-13,North Carolina,37,2610385,22932
40977,2022-03-14,North Carolina,37,2613497,22971
41033,2022-03-15,North Carolina,37,2614111,22976
41089,2022-03-16,North Carolina,37,2615637,23015
41145,2022-03-17,North Carolina,37,2616873,23040
41201,2022-03-18,North Carolina,37,2618734,23068
41257,2022-03-19,North Carolina,37,2618734,23068
41313,2022-03-20,North Carolina,37,2618734,23068
41369,2022-03-21,North Carolina,37,2621175,23088
41425,2022-03-22,North Carolina,37,2621973,23101
41481,2022-03-23,North Carolina,37,2623506,23140
41537,2022-03-24,North Carolina,37,2624977,23169
41593,2022-03-25,North Carolina,37,2626216,23184
41649,2022-03-26,North Carolina,37,2626216,23184
41705,2022-03-27,North Carolina,37,2626216,23184
41761,2022-03-28,North Carolina,37,2628499,23200
41817,2022-03-29,North Carolina,37,2629108,23204
41873,2022-03-30,North Carolina,37,2629965,23213
41929,2022-03-31,North Carolina,37,2631072,23217
41985,2022-04-01,North Carolina,37,2632182,23225
42041,2022-04-02,North Carolina,37,2632182,23225
42097,2022-04-03,North Carolina,37,2632182,23225
42153,2022-04-04,North Carolina,37,2634234,23246
42209,2022-04-05,North Carolina,37,2634760,23249
42265,2022-04-06,North Carolina,37,2635567,23267
42321,2022-04-07,North Carolina,37,2635567,23267
42377,2022-04-08,North Carolina,37,2635742,23268
42433,2022-04-09,North Carolina,37,2635742,23268
42489,2022-04-10,North Carolina,37,2635742,23268
42545,2022-04-11,North Carolina,37,2635871,23268
42601,2022-04-12,North Carolina,37,2635984,23268
42657,2022-04-13,North Carolina,37,2640677,23344
42713,2022-04-14,North Carolina,37,2640677,23344
42769,2022-04-15,North Carolina,37,2640677,23344
42825,2022-04-16,North Carolina,37,2640677,23344
42881,2022-04-17,North Carolina,37,2640677,23344
42937,2022-04-18,North Carolina,37,2641157,23344
19134,2021-02-13,North Dakota,38,98581,1461
19189,2021-02-14,North Dakota,38,98627,1461
19244,2021-02-15,North Dakota,38,98673,1461
19299,2021-02-16,North Dakota,38,98811,1461
19354,2021-02-17,North Dakota,38,98931,1461
19409,2021-02-18,North Dakota,38,99064,1465
19464,2021-02-19,North Dakota,38,99183,1465
19519,2021-02-20,North Dakota,38,99258,1467
19574,2021-02-21,North Dakota,38,99307,1468
19629,2021-02-22,North Dakota,38,99342,1468
19684,2021-02-23,North Dakota,38,99446,1469
19739,2021-02-24,North Dakota,38,99561,1470
