,date,state,fips,cases,deaths
31996,2021-10-05,Idaho,16,263340,2994
32052,2021-10-06,Idaho,16,264710,3046
32108,2021-10-07,Idaho,16,266050,3070
32164,2021-10-08,Idaho,16,267711,3118
32220,2021-10-09,Idaho,16,268507,3123
32276,2021-10-10,Idaho,16,268713,3123
32332,2021-10-11,Idaho,16,268713,3123
32388,2021-10-12,Idaho,16,270703,3168
32444,2021-10-13,Idaho,16,272703,3190
32500,2021-10-14,Idaho,16,274617,3220
32556,2021-10-15,Idaho,16,276139,3254
32612,2021-10-16,Idaho,16,276922,3259
32668,2021-10-17,Idaho,16,277226,3259
32724,2021-10-18,Idaho,16,278516,3299
32780,2021-10-19,Idaho,16,279993,3317
32836,2021-10-20,Idaho,16,281543,3352
32892,2021-10-21,Idaho,16,282865,3378
32948,2021-10-22,Idaho,16,284346,3404
33004,2021-10-23,Idaho,16,285069,3414
33060,2021-10-24,Idaho,16,285310,3414
33116,2021-10-25,Idaho,16,286399,3429
33172,2021-10-26,Idaho,16,287743,3474
33228,2021-10-27,Idaho,16,288981,3502
33284,2021-10-28,Idaho,16,289852,3510
33340,2021-10-29,Idaho,16,290927,3535
33396,2021-10-30,Idaho,16,291307,3539
33452,2021-10-31,Idaho,16,291371,3539
33508,2021-11-01,Idaho,16,292373,3572
33564,2021-11-02,Idaho,16,293297,3578
33620,2021-11-03,Idaho,16,294536,3601
33676,2021-11-04,Idaho,16,295202,3630
33732,2021-11-05,Idaho,16,295999,3645
33788,2021-11-06,Idaho,16,296348,3647
33844,2021-11-07,Idaho,16,296348,3647
33900,2021-11-08,Idaho,16,297189,3679
33956,2021-11-09,Idaho,16,297953,3682
34012,2021-11-10,Idaho,16,298678,3704
34068,2021-11-11,Idaho,16,298678,3704
34124,2021-11-12,Idaho,16,298764,3709
34180,2021-11-13,Idaho,16,299608,3736
34236,2021-11-14,Idaho,16,299881,3746
34292,2021-11-15,Idaho,16,300553,3753
34348,2021-11-16,Idaho,16,301216,3788
34404,2021-11-17,Idaho,16,301866,3802
34460,2021-11-18,Idaho,16,302420,3827
34516,2021-11-19,Idaho,16,303050,3845
34572,2021-11-20,Idaho,16,303322,3847
34628,2021-11-21,Idaho,16,303322,3847
34684,2021-11-22,Idaho,16,303954,3863
34740,2021-11-23,Idaho,16,304589,3884
34796,2021-11-24,Idaho,16,305160,3892
34852,2021-11-25,Idaho,16,305160,3892
34908,2021-11-26,Idaho,16,305552,3892
34964,2021-11-27,Idaho,16,305790,3900
35020,2021-11-28,Idaho,16,305790,3900
35076,2021-11-29,Idaho,16,306238,3922
35132,2021-11-30,Idaho,16,306873,3930
35188,2021-12-01,Idaho,16,307589,3950
35244,2021-12-02,Idaho,16,308183,3950
35300,2021-12-03,Idaho,16,308211,3953
35356,2021-12-04,Idaho,16,308898,3971
35412,2021-12-05,Idaho,16,308898,3971
35468,2021-12-06,Idaho,16,309343,3978
35524,2021-12-07,Idaho,16,310039,3996
35580,2021-12-08,Idaho,16,310690,4002
35636,2021-12-09,Idaho,16,311178,4014
35692,2021-12-10,Idaho,16,311548,4029
35748,2021-12-11,Idaho,16,311719,4030
35804,2021-12-12,Idaho,16,311719,4030
35860,2021-12-13,Idaho,16,312213,4034
35916,2021-12-14,Idaho,16,312618,4051
35972,2021-12-15,Idaho,16,313070,4059
36028,2021-12-16,Idaho,16,313450,4063
36084,2021-12-17,Idaho,16,313839,4068
36140,2021-12-18,Idaho,16,313994,4068
36196,2021-12-19,Idaho,16,313994,4068
36252,2021-12-20,Idaho,16,314521,4068
36308,2021-12-21,Idaho,16,314943,4082
36364,2021-12-22,Idaho,16,315300,4097
36420,2021-12-23,Idaho,16,315786,4102
36476,2021-12-24,Idaho,16,315786,4102
36532,2021-12-25,Idaho,16,315786,4102
36588,2021-12-26,Idaho,16,315786,4102
36644,2021-12-27,Idaho,16,316777,4136
36700,2021-12-28,Idaho,16,317796,4154
36756,2021-12-29,Idaho,16,318520,4162
36812,2021-12-30,Idaho,16,319442,4163
36868,2021-12-31,Idaho,16,319442,4163
36924,2022-01-01,Idaho,16,319442,4163
36980,2022-01-02,Idaho,16,319442,4163
37036,2022-01-03,Idaho,16,320862,4170
37092,2022-01-04,Idaho,16,322584,4189
37148,2022-01-05,Idaho,16,324035,4194
37204,2022-01-06,Idaho,16,325795,4224
37260,2022-01-07,Idaho,16,327122,4236
37316,2022-01-08,Idaho,16,327509,4238
37372,2022-01-09,Idaho,16,327509,4238
37428,2022-01-10,Idaho,16,329023,4239
37484,2022-01-11,Idaho,16,331339,4244
37540,2022-01-12,Idaho,16,334167,4261
37596,2022-01-13,Idaho,16,336524,4264
37652,2022-01-14,Idaho,16,339780,4271
37708,2022-01-15,Idaho,16,340945,4275
37764,2022-01-16,Idaho,16,340945,4275
37820,2022-01-17,Idaho,16,340945,4275
37876,2022-01-18,Idaho,16,344842,4284
37932,2022-01-19,Idaho,16,349062,4294
37988,2022-01-20,Idaho,16,352509,4319
38044,2022-01-21,Idaho,16,356265,4325
38100,2022-01-22,Idaho,16,358143,4324
38156,2022-01-23,Idaho,16,358143,4324
38212,2022-01-24,Idaho,16,361216,4333
38268,2022-01-25,Idaho,16,364732,4348
38324,2022-01-26,Idaho,16,368798,4359
38380,2022-01-27,Idaho,16,372579,4367
38436,2022-01-28,Idaho,16,376095,4400
38492,2022-01-29,Idaho,16,377804,4407
38548,2022-01-30,Idaho,16,377804,4407
38604,2022-01-31,Idaho,16,380402,4423
38660,2022-02-01,Idaho,16,382572,4427
38716,2022-02-02,Idaho,16,384905,4455
38772,2022-02-03,Idaho,16,387384,4468
38828,2022-02-04,Idaho,16,389813,4480
38884,2022-02-05,Idaho,16,391151,4481
38940,2022-02-06,Idaho,16,391151,4481
38996,2022-02-07,Idaho,16,393151,4498
39052,2022-02-08,Idaho,16,395467,4499
39108,2022-02-09,Idaho,16,398033,4539
39164,2022-02-10,Idaho,16,400396,4540
39220,2022-02-11,Idaho,16,402153,4555
39276,2022-02-12,Idaho,16,403232,4554
39332,2022-02-13,Idaho,16,403232,4554
39388,2022-02-14,Idaho,16,404738,4579
39444,2022-02-15,Idaho,16,406917,4617
39500,2022-02-16,Idaho,16,409228,4636
39556,2022-02-17,Idaho,16,411257,4656
39612,2022-02-18,Idaho,16,413466,4676
39668,2022-02-19,Idaho,16,414604,4678
39724,2022-02-20,Idaho,16,414604,4678
39780,2022-02-21,Idaho,16,414604,4678
39836,2022-02-22,Idaho,16,416961,4705
39892,2022-02-23,Idaho,16,419271,4717
39948,2022-02-24,Idaho,16,421682,4724
40004,2022-02-25,Idaho,16,423731,4732
40060,2022-02-26,Idaho,16,423731,4732
40116,2022-02-27,Idaho,16,423731,4732
40172,2022-02-28,Idaho,16,426256,4753
40228,2022-03-01,Idaho,16,427831,4765
40284,2022-03-02,Idaho,16,429571,4774
40340,2022-03-03,Idaho,16,431010,4774
40396,2022-03-04,Idaho,16,432574,4790
40452,2022-03-05,Idaho,16,432574,4790
40508,2022-03-06,Idaho,16,432574,4790
40564,2022-03-07,Idaho,16,434248,4799
40620,2022-03-08,Idaho,16,435074,4799
40676,2022-03-09,Idaho,16,436126,4810
40732,2022-03-10,Idaho,16,437151,4818
40788,2022-03-11,Idaho,16,438022,4823
40844,2022-03-12,Idaho,16,438022,4823
40900,2022-03-13,Idaho,16,438022,4823
40956,2022-03-14,Idaho,16,439194,4823
41012,2022-03-15,Idaho,16,440019,4823
41068,2022-03-16,Idaho,16,440874,4835
41124,2022-03-17,Idaho,16,441467,4838
41180,2022-03-18,Idaho,16,442029,4838
41236,2022-03-19,Idaho,16,442029,4838
41292,2022-03-20,Idaho,16,442029,4838
41348,2022-03-21,Idaho,16,442701,4838
41404,2022-03-22,Idaho,16,443124,4864
41460,2022-03-23,Idaho,16,443399,4863
41516,2022-03-24,Idaho,16,443570,4867
41572,2022-03-25,Idaho,16,443640,4869
41628,2022-03-26,Idaho,16,443640,4869
41684,2022-03-27,Idaho,16,443640,4869
41740,2022-03-28,Idaho,16,443755,4871
41796,2022-03-29,Idaho,16,443881,4873
41852,2022-03-30,Idaho,16,444019,4876
41908,2022-03-31,Idaho,16,444090,4876
41964,2022-04-01,Idaho,16,444298,4879
42020,2022-04-02,Idaho,16,444298,4879
42076,2022-04-03,Idaho,16,444298,4879
42132,2022-04-04,Idaho,16,444511,4886
42188,2022-04-05,Idaho,16,444587,4890
42244,2022-04-06,Idaho,16,444613,4895
42300,2022-04-07,Idaho,16,444676,4895
42356,2022-04-08,Idaho,16,444727,4898
42412,2022-04-09,Idaho,16,444727,4898
42468,2022-04-10,Idaho,16,444727,4898
42524,2022-04-11,Idaho,16,444847,4900
42580,2022-04-12,Idaho,16,444959,4908
42636,2022-04-13,Idaho,16,445002,4908
42692,2022-04-14,Idaho,16,445107,4914
42748,2022-04-15,Idaho,16,445144,4916
42804,2022-04-16,Idaho,16,445144,4916
42860,2022-04-17,Idaho,16,445144,4916
42916,2022-04-18,Idaho,16,445270,4917
19113,2021-02-13,Illinois,17,1163232,22087
19168,2021-02-14,Illinois,17,1164743,22121
19223,2021-02-15,Illinois,17,1166098,22166
19278,2021-02-16,Illinois,17,1167889,22199
19333,2021-02-17,Illinois,17,1169747,22224
19388,2021-02-18,Illinois,17,1171687,22297
19443,2021-02-19,Illinois,17,1173897,22368
19498,2021-02-20,Illinois,17,1175781,22426
19553,2021-02-21,Illinois,17,1177301,22466
19608,2021-02-22,Illinois,17,1178702,22506
19663,2021-02-23,Illinois,17,1180421,22528
19718,2021-02-24,Illinois,17,1182402,22575
19773,2021-02-25,Illinois,17,1184374,22607
19828,2021-02-26,Illinois,17,1186993,22675
19883,2021-02-27,Illinois,17,1188732,22710
19938,2021-02-28,Illinois,17,1189922,22735
19993,2021-03-01,Illinois,17,1191207,22759
20048,2021-03-02,Illinois,17,1192860,22803
20103,2021-03-03,Illinois,17,1194960,22853
20158,2021-03-04,Illinois,17,1196739,22902
20213,2021-03-05,Illinois,17,1198242,22946
20268,2021-03-06,Illinois,17,1200720,23002
20323,2021-03-07,Illinois,17,1201760,23014
20378,2021-03-08,Illinois,17,1203008,23020
20433,2021-03-09,Illinois,17,1204693,23039
20488,2021-03-10,Illinois,17,1206362,23067
20543,2021-03-11,Illinois,17,1208072,23122
20598,2021-03-12,Illinois,17,1209847,23163
20653,2021-03-13,Illinois,17,1211440,23188
20708,2021-03-14,Illinois,17,1212895,23206
20763,2021-03-15,Illinois,17,1213763,23216
20818,2021-03-16,Illinois,17,1215745,23235
20873,2021-03-17,Illinois,17,1217258,23255
20928,2021-03-18,Illinois,17,1219667,23287
20983,2021-03-19,Illinois,17,1222043,23304
21038,2021-03-20,Illinois,17,1223884,23329
21093,2021-03-21,Illinois,17,1225236,23357
21148,2021-03-22,Illinois,17,1226595,23379
21203,2021-03-23,Illinois,17,1228418,23391
21258,2021-03-24,Illinois,17,1231154,23408
21313,2021-03-25,Illinois,17,1233417,23442
21368,2021-03-26,Illinois,17,1236528,23472
21423,2021-03-27,Illinois,17,1239012,23498
21478,2021-03-28,Illinois,17,1241187,23521
21533,2021-03-29,Illinois,17,1243171,23527
21588,2021-03-30,Illinois,17,1245548,23542
21643,2021-03-31,Illinois,17,1248133,23579
21698,2021-04-01,Illinois,17,1251829,23601
21753,2021-04-02,Illinois,17,1254866,23626
21808,2021-04-03,Illinois,17,1257605,23635
21863,2021-04-04,Illinois,17,1260001,23654
21918,2021-04-05,Illinois,17,1262345,23665
21973,2021-04-06,Illinois,17,1265309,23673
22028,2021-04-07,Illinois,17,1269002,23702
22083,2021-04-08,Illinois,17,1272932,23740
22138,2021-04-09,Illinois,17,1276891,23762
22193,2021-04-10,Illinois,17,1280295,23777
22248,2021-04-11,Illinois,17,1283110,23793
22303,2021-04-12,Illinois,17,1285780,23809
22358,2021-04-13,Illinois,17,1288969,23826
22413,2021-04-14,Illinois,17,1292456,23865
22468,2021-04-15,Illinois,17,1296240,23896
22523,2021-04-16,Illinois,17,1300047,23920
22578,2021-04-17,Illinois,17,1303011,23945
22633,2021-04-18,Illinois,17,1305604,23955
22688,2021-04-19,Illinois,17,1307764,23976
22743,2021-04-20,Illinois,17,1310368,23989
22798,2021-04-21,Illinois,17,1313149,24018
22853,2021-04-22,Illinois,17,1316497,24056
22908,2021-04-23,Illinois,17,1319947,24083
22963,2021-04-24,Illinois,17,1322640,24114
23018,2021-04-25,Illinois,17,1324610,24139
23073,2021-04-26,Illinois,17,1326850,24150
23128,2021-04-27,Illinois,17,1329443,24174
23183,2021-04-28,Illinois,17,1332089,24211
23238,2021-04-29,Illinois,17,1335559,24252
23293,2021-04-30,Illinois,17,1338687,24291
23348,2021-05-01,Illinois,17,1341493,24330
23403,2021-05-02,Illinois,17,1343273,24358
23458,2021-05-03,Illinois,17,1345483,24389
23513,2021-05-04,Illinois,17,1347662,24410
23568,2021-05-05,Illinois,17,1350094,24443
23623,2021-05-06,Illinois,17,1352140,24483
23678,2021-05-07,Illinois,17,1355405,24524
23733,2021-05-08,Illinois,17,1357051,24546
23788,2021-05-09,Illinois,17,1358716,24577
23843,2021-05-10,Illinois,17,1360247,24590
23898,2021-05-11,Illinois,17,1361775,24617
23953,2021-05-12,Illinois,17,1363563,24640
24008,2021-05-13,Illinois,17,1365634,24671
24063,2021-05-14,Illinois,17,1367431,24725
24118,2021-05-15,Illinois,17,1368875,24770
24173,2021-05-16,Illinois,17,1370094,24795
24228,2021-05-17,Illinois,17,1371126,24801
24283,2021-05-18,Illinois,17,1372597,24830
24338,2021-05-19,Illinois,17,1374215,24864
24393,2021-05-20,Illinois,17,1375837,24913
24448,2021-05-21,Illinois,17,1377403,24935
24503,2021-05-22,Illinois,17,1378492,24976
24558,2021-05-23,Illinois,17,1379411,25001
24613,2021-05-24,Illinois,17,1380389,25011
24668,2021-05-25,Illinois,17,1381201,25029
24723,2021-05-26,Illinois,17,1382318,25057
24778,2021-05-27,Illinois,17,1383335,25101
24833,2021-05-28,Illinois,17,1384319,25127
24888,2021-05-29,Illinois,17,1385086,25166
24943,2021-05-30,Illinois,17,1385670,25185
24998,2021-05-31,Illinois,17,1386189,25223
25053,2021-06-01,Illinois,17,1386620,25233
25108,2021-06-02,Illinois,17,1387086,25241
25163,2021-06-03,Illinois,17,1387795,25265
25218,2021-06-04,Illinois,17,1388428,25282
25273,2021-06-05,Illinois,17,1388953,25314
25328,2021-06-06,Illinois,17,1389287,25352
25383,2021-06-07,Illinois,17,1389551,25372
25438,2021-06-08,Illinois,17,1389928,25386
25493,2021-06-09,Illinois,17,1390331,25413
25548,2021-06-10,Illinois,17,1390741,25430
25603,2021-06-11,Illinois,17,1391143,25452
25658,2021-06-12,Illinois,17,1391382,25469
25713,2021-06-13,Illinois,17,1391662,25481
25768,2021-06-14,Illinois,17,1391785,25490
25823,2021-06-15,Illinois,17,1392005,25505
25878,2021-06-16,Illinois,17,1392390,25531
25933,2021-06-17,Illinois,17,1392635,25552
25988,2021-06-18,Illinois,17,1392733,25566
26043,2021-06-19,Illinois,17,1392733,25566
26098,2021-06-20,Illinois,17,1392733,25566
26153,2021-06-21,Illinois,17,1393461,25592
26208,2021-06-22,Illinois,17,1393640,25600
26263,2021-06-23,Illinois,17,1393961,25608
26318,2021-06-24,Illinois,17,1394189,25630
26373,2021-06-25,Illinois,17,1394454,25637
26428,2021-06-26,Illinois,17,1394454,25637
26483,2021-06-27,Illinois,17,1394454,25637
26538,2021-06-28,Illinois,17,1395179,25665
26593,2021-06-29,Illinois,17,1395442,25667
26648,2021-06-30,Illinois,17,1395863,25674
26703,2021-07-01,Illinois,17,1396270,25687
26758,2021-07-02,Illinois,17,1396606,25696
26813,2021-07-03,Illinois,17,1396606,25696
26868,2021-07-04,Illinois,17,1396606,25696
26923,2021-07-05,Illinois,17,1396606,25696
26978,2021-07-06,Illinois,17,1397725,25727
27033,2021-07-07,Illinois,17,1398366,25733
27088,2021-07-08,Illinois,17,1398935,25748
27143,2021-07-09,Illinois,17,1399525,25755
27198,2021-07-10,Illinois,17,1399525,25755
27253,2021-07-11,Illinois,17,1399525,25755
27308,2021-07-12,Illinois,17,1400975,25781
27363,2021-07-13,Illinois,17,1401519,25796
27418,2021-07-14,Illinois,17,1402545,25806
27473,2021-07-15,Illinois,17,1403369,25814
27528,2021-07-16,Illinois,17,1403989,25823
27583,2021-07-17,Illinois,17,1403989,25820
27638,2021-07-18,Illinois,17,1403989,25820
27693,2021-07-19,Illinois,17,1406608,25841
27748,2021-07-20,Illinois,17,1407317,25847
27803,2021-07-21,Illinois,17,1408618,25854
27858,2021-07-22,Illinois,17,1410504,25860
27913,2021-07-23,Illinois,17,1411845,25867
27968,2021-07-24,Illinois,17,1411845,25867
28023,2021-07-25,Illinois,17,1411845,25867
28078,2021-07-26,Illinois,17,1415898,25881
28133,2021-07-27,Illinois,17,1417560,25886
28188,2021-07-28,Illinois,17,1419721,25893
28243,2021-07-29,Illinois,17,1421376,25908
28298,2021-07-30,Illinois,17,1423574,25916
28353,2021-07-31,Illinois,17,1423574,25916
28408,2021-08-01,Illinois,17,1423590,25916
28463,2021-08-02,Illinois,17,1428923,25930
28518,2021-08-03,Illinois,17,1431494,25940
28573,2021-08-04,Illinois,17,1434462,25960
28628,2021-08-05,Illinois,17,1437654,25974
28683,2021-08-06,Illinois,17,1440630,25992
28738,2021-08-07,Illinois,17,1440658,25992
28793,2021-08-08,Illinois,17,1440658,25992
28848,2021-08-09,Illinois,17,1448516,26023
28903,2021-08-10,Illinois,17,1451423,26034
28958,2021-08-11,Illinois,17,1455290,26048
29013,2021-08-12,Illinois,17,1458643,26075
29068,2021-08-13,Illinois,17,1462088,26092
29123,2021-08-14,Illinois,17,1462088,26092
29178,2021-08-15,Illinois,17,1462088,26092
29233,2021-08-16,Illinois,17,1471240,26123
29288,2021-08-17,Illinois,17,1474807,26144
29343,2021-08-18,Illinois,17,1478643,26182
29398,2021-08-19,Illinois,17,1482024,26197
29453,2021-08-20,Illinois,17,1486875,26223
29508,2021-08-21,Illinois,17,1486875,26223
29563,2021-08-22,Illinois,17,1486875,26223
29618,2021-08-23,Illinois,17,1495978,26275
29673,2021-08-24,Illinois,17,1498948,26291
29728,2021-08-25,Illinois,17,1503473,26335
29783,2021-08-26,Illinois,17,1507620,26401
29838,2021-08-27,Illinois,17,1512387,26420
29893,2021-08-28,Illinois,17,1512387,26420
29948,2021-08-29,Illinois,17,1512387,26420
30003,2021-08-30,Illinois,17,1522546,26472
30058,2021-08-31,Illinois,17,1527348,26500
30113,2021-09-01,Illinois,17,1532494,26535
30168,2021-09-02,Illinois,17,1536988,26572
30223,2021-09-03,Illinois,17,1542870,26614
30278,2021-09-04,Illinois,17,1542870,26614
30333,2021-09-05,Illinois,17,1542870,26614
30388,2021-09-06,Illinois,17,1542870,26614
30443,2021-09-07,Illinois,17,1554798,26697
30498,2021-09-08,Illinois,17,1558768,26769
30553,2021-09-09,Illinois,17,1563905,26793
30608,2021-09-10,Illinois,17,1569206,26845
30663,2021-09-11,Illinois,17,1569206,26845
30718,2021-09-12,Illinois,17,1569206,26845
30773,2021-09-13,Illinois,17,1578344,26969
30828,2021-09-14,Illinois,17,1582811,27008
30883,2021-09-15,Illinois,17,1587030,27061
30938,2021-09-16,Illinois,17,1591607,27113
30993,2021-09-17,Illinois,17,1595188,27175
31048,2021-09-18,Illinois,17,1595188,27175
31103,2021-09-19,Illinois,17,1595188,27175
31158,2021-09-20,Illinois,17,1603442,27275
31213,2021-09-21,Illinois,17,1606469,27299
31269,2021-09-22,Illinois,17,1609991,27351
31325,2021-09-23,Illinois,17,1613862,27398
31381,2021-09-24,Illinois,17,1617236,27440
31437,2021-09-25,Illinois,17,1617236,27440
31493,2021-09-26,Illinois,17,1617236,27440
31549,2021-09-27,Illinois,17,1623863,27529
31605,2021-09-28,Illinois,17,1626227,27568
31661,2021-09-29,Illinois,17,1629196,27619
31717,2021-09-30,Illinois,17,1632653,27665
31773,2021-10-01,Illinois,17,1635964,27714
31829,2021-10-02,Illinois,17,1635964,27714
31885,2021-10-03,Illinois,17,1635964,27714
31941,2021-10-04,Illinois,17,1642809,27785
31997,2021-10-05,Illinois,17,1645978,27811
32053,2021-10-06,Illinois,17,1648902,27878
32109,2021-10-07,Illinois,17,1652490,27924
32165,2021-10-08,Illinois,17,1655222,27965
32221,2021-10-09,Illinois,17,1655222,27965
32277,2021-10-10,Illinois,17,1655222,27965
32333,2021-10-11,Illinois,17,1655444,27965
32389,2021-10-12,Illinois,17,1662993,28041
32445,2021-10-13,Illinois,17,1665938,28089
32501,2021-10-14,Illinois,17,1668509,28152
32557,2021-10-15,Illinois,17,1671079,28197
32613,2021-10-16,Illinois,17,1671079,28197
32669,2021-10-17,Illinois,17,1671079,28197
32725,2021-10-18,Illinois,17,1676496,28268
32781,2021-10-19,Illinois,17,1678528,28292
32837,2021-10-20,Illinois,17,1680930,28344
32893,2021-10-21,Illinois,17,1683225,28382
32949,2021-10-22,Illinois,17,1686159,28414
33005,2021-10-23,Illinois,17,1686159,28414
33061,2021-10-24,Illinois,17,1686159,28414
33117,2021-10-25,Illinois,17,1691341,28477
33173,2021-10-26,Illinois,17,1693530,28517
33229,2021-10-27,Illinois,17,1695554,28550
33285,2021-10-28,Illinois,17,1698284,28591
33341,2021-10-29,Illinois,17,1700907,28620
33397,2021-10-30,Illinois,17,1700907,28620
33453,2021-10-31,Illinois,17,1700907,28620
33509,2021-11-01,Illinois,17,1706985,28695
33565,2021-11-02,Illinois,17,1709334,28719
33621,2021-11-03,Illinois,17,1711121,28772
33677,2021-11-04,Illinois,17,1715452,28803
33733,2021-11-05,Illinois,17,1718384,28832
33789,2021-11-06,Illinois,17,1718384,28832
33845,2021-11-07,Illinois,17,1718384,28832
33901,2021-11-08,Illinois,17,1725686,28877
33957,2021-11-09,Illinois,17,1727932,28901
34013,2021-11-10,Illinois,17,1732906,28929
34069,2021-11-11,Illinois,17,1732954,28929
34125,2021-11-12,Illinois,17,1740923,28986
34181,2021-11-13,Illinois,17,1740923,28986
34237,2021-11-14,Illinois,17,1740923,28986
34293,2021-11-15,Illinois,17,1749843,29032
34349,2021-11-16,Illinois,17,1752893,29054
34405,2021-11-17,Illinois,17,1757813,29083
34461,2021-11-18,Illinois,17,1763614,29115
34517,2021-11-19,Illinois,17,1769267,29157
34573,2021-11-20,Illinois,17,1769267,29157
34629,2021-11-21,Illinois,17,1769267,29157
34685,2021-11-22,Illinois,17,1780460,29215
34741,2021-11-23,Illinois,17,1785089,29234
34797,2021-11-24,Illinois,17,1790437,29258
34853,2021-11-25,Illinois,17,1790437,29258
34909,2021-11-26,Illinois,17,1790437,29258
34965,2021-11-27,Illinois,17,1790437,29258
35021,2021-11-28,Illinois,17,1790437,29258
35077,2021-11-29,Illinois,17,1809427,29349
35133,2021-11-30,Illinois,17,1815121,29376
35189,2021-12-01,Illinois,17,1821286,29432
35245,2021-12-02,Illinois,17,1832924,29477
35301,2021-12-03,Illinois,17,1840377,29521
35357,2021-12-04,Illinois,17,1840377,29521
35413,2021-12-05,Illinois,17,1840377,29521
35469,2021-12-06,Illinois,17,1859208,29619
35525,2021-12-07,Illinois,17,1866099,29710
35581,2021-12-08,Illinois,17,1872854,29734
35637,2021-12-09,Illinois,17,1882641,29793
35693,2021-12-10,Illinois,17,1890044,29842
35749,2021-12-11,Illinois,17,1890044,29842
35805,2021-12-12,Illinois,17,1890135,29842
35861,2021-12-13,Illinois,17,1909561,29954
35917,2021-12-14,Illinois,17,1916535,29985
35973,2021-12-15,Illinois,17,1926536,30076
36029,2021-12-16,Illinois,17,1938824,30135
36085,2021-12-17,Illinois,17,1949484,30202
36141,2021-12-18,Illinois,17,1949484,30202
36197,2021-12-19,Illinois,17,1949484,30202
36253,2021-12-20,Illinois,17,1980527,30330
36309,2021-12-21,Illinois,17,1990581,30401
36365,2021-12-22,Illinois,17,2007134,30482
36421,2021-12-23,Illinois,17,2025804,30566
36477,2021-12-24,Illinois,17,2025804,30566
36533,2021-12-25,Illinois,17,2025804,30566
36589,2021-12-26,Illinois,17,2025804,30566
36645,2021-12-27,Illinois,17,2081402,30747
36701,2021-12-28,Illinois,17,2102953,30851
36757,2021-12-29,Illinois,17,2123922,30908
36813,2021-12-30,Illinois,17,2154058,31017
36869,2021-12-31,Illinois,17,2154058,31017
36925,2022-01-01,Illinois,17,2154058,31017
36981,2022-01-02,Illinois,17,2154058,31017
37037,2022-01-03,Illinois,17,2243215,31212
37093,2022-01-04,Illinois,17,2267641,31312
37149,2022-01-05,Illinois,17,2299850,31416
37205,2022-01-06,Illinois,17,2343834,31536
37261,2022-01-07,Illinois,17,2386672,31660
37317,2022-01-08,Illinois,17,2386672,31660
37373,2022-01-09,Illinois,17,2386672,31660
37429,2022-01-10,Illinois,17,2464150,31916
37485,2022-01-11,Illinois,17,2492045,32028
37541,2022-01-12,Illinois,17,2526835,32187
37597,2022-01-13,Illinois,17,2563715,32356
37653,2022-01-14,Illinois,17,2593378,32532
37709,2022-01-15,Illinois,17,2593378,32532
37765,2022-01-16,Illinois,17,2593378,32532
37821,2022-01-17,Illinois,17,2593378,32532
37877,2022-01-18,Illinois,17,2686801,32851
37933,2022-01-19,Illinois,17,2713231,33052
37989,2022-01-20,Illinois,17,2736601,33278
38045,2022-01-21,Illinois,17,2777353,33446
38101,2022-01-22,Illinois,17,2777353,33446
38157,2022-01-23,Illinois,17,2777353,33446
38213,2022-01-24,Illinois,17,2841994,33803
38269,2022-01-25,Illinois,17,2855818,33942
38325,2022-01-26,Illinois,17,2871541,34131
38381,2022-01-27,Illinois,17,2886267,34298
38437,2022-01-28,Illinois,17,2901790,34439
38493,2022-01-29,Illinois,17,2901790,34439
38549,2022-01-30,Illinois,17,2901790,34439
38605,2022-01-31,Illinois,17,2925690,34704
38661,2022-02-01,Illinois,17,2934402,34853
38717,2022-02-02,Illinois,17,2943829,34966
38773,2022-02-03,Illinois,17,2943829,34966
38829,2022-02-04,Illinois,17,2962497,35157
38885,2022-02-05,Illinois,17,2962497,35157
38941,2022-02-06,Illinois,17,2962497,35157
38997,2022-02-07,Illinois,17,2976481,35373
39053,2022-02-08,Illinois,17,2982270,35476
39109,2022-02-09,Illinois,17,2987075,35600
39165,2022-02-10,Illinois,17,2992617,35725
39221,2022-02-11,Illinois,17,2992783,35725
39277,2022-02-12,Illinois,17,2992783,35725
39333,2022-02-13,Illinois,17,2992783,35725
39389,2022-02-14,Illinois,17,3007009,35998
39445,2022-02-15,Illinois,17,3009857,36057
39501,2022-02-16,Illinois,17,3013259,36195
39557,2022-02-17,Illinois,17,3015848,36285
39613,2022-02-18,Illinois,17,3019048,36360
39669,2022-02-19,Illinois,17,3019048,36360
39725,2022-02-20,Illinois,17,3019048,36360
39781,2022-02-21,Illinois,17,3019135,36360
39837,2022-02-22,Illinois,17,3025329,36516
39893,2022-02-23,Illinois,17,3028052,36614
39949,2022-02-24,Illinois,17,3030066,36694
40005,2022-02-25,Illinois,17,3032190,36792
40061,2022-02-26,Illinois,17,3032190,36792
40117,2022-02-27,Illinois,17,3032190,36792
40173,2022-02-28,Illinois,17,3036705,36910
40229,2022-03-01,Illinois,17,3038507,36953
40285,2022-03-02,Illinois,17,3040100,37010
40341,2022-03-03,Illinois,17,3041322,37054
40397,2022-03-04,Illinois,17,3042622,37108
40453,2022-03-05,Illinois,17,3042622,37108
40509,2022-03-06,Illinois,17,3042622,37108
40565,2022-03-07,Illinois,17,3045351,37151
40621,2022-03-08,Illinois,17,3046409,37180
40677,2022-03-09,Illinois,17,3048034,37214
40733,2022-03-10,Illinois,17,3049442,37271
40789,2022-03-11,Illinois,17,3051272,37310
40845,2022-03-12,Illinois,17,3051272,37310
40901,2022-03-13,Illinois,17,3051272,37310
